Marca temporal,Naciste en Antas?,Cual es tu edad?,¿trabajas en Antas? ,En caso de trabajar fuera ¿donde?,¿Dónde etiquetarías tu trabajo?,¿Cuántos años lleva usted viviendo en antas?,Cuál es su nivel de estudios?,Nivel de renta (en bruto) al año,¿Tienes deudas con los bancos?,¿Ahorras una parte de tu salario?,¿Qué opinas de los impuestos?,Cuanto gastas en electricidad mensualmente,¿Estarías de acuerdo con que el ayuntamiento ayudase con las facturas de luz de los vecinos?,¿Cómo calificarías tu estado de salud general?,¿Tienes alguna condición médica crónica?,¿Con que frecuencia realizas deporte?,¿Cómo describirías la calidad de sueño?,¿Cómo describirías el equilibrio de tu alimentación?,"¿Estás satisfecho con los servicios de salud disponibles en Antas? En caso de ser no, ¿porque?",¿Has estado alguna vez en el psicólogo y/o psiquiatra?,¿Crees que ir al psicólogo implica algún estigma?,¿Crees que el ayuntamiento debería ayudar a financiar los tratamientos psicológicos de los vecinos?,¿Cuál es tu opinión sobre el cambio climático?,¿Crees que el pueblo necesita una piscina pública?,¿Qué opinión le merece el coche electrico?,¿Cual es la solución para las sequias en Almería?,¿El ayuntamiento debe hacer políticas activas para proteger el agua de Antas?,¿Consideras que la gestión de residuos en Antas es efectiva?,¿Te gustaría ver más áreas verdes o espacios públicos orientados a la sostenibilidad en Antas?,¿Crees que la Inteligencia artificial y las nuevas tecnologías son beneficiosas para la sociedad?,¿Cuál crees que son las carreras profesionales con más futuro? puedes elegir más de una opción.,¿Crees que el municipio de Antas ofrece suficientes oportunidades de empleo para los jóvenes?,¿Piensas que la conexión de Antas con las ciudades cercanas es adecuada para el desarrollo económico del municipio?,Antas es el municipio con mas empresas por habitante de Andalucía ¿por que crees que es esto?,¿consideras que es fácil montar una empresa en Antas?,¿Cómo valoras la calidad de los trabajos que hay en el municipio?,¿Cómo valorarías el pueblo de antas? elige todas las etiquetas con las que estés de acuerdo,¿Qué opinas sobre el nivel de limpieza y mantenimiento en las áreas públicas de Antas?,¿Cómo valoras el nivel de infraestructuras existentes en el pueblo?,"Cual de estas infraestructuras crees que son las mas urgentes para el pueblo? puedes elegir un máximo de 3, no es necesario que marques las 3.",¿De todas las opciones anteriores cual es la mas urgente?,¿Te gustaría que los presupuestos generales del ayuntamiento fuesen mas participativos?,¿Te gustaría que se hiciese una política innovadora de embellecimiento del pueblo? puede elegir todas las que este de acuerdo,¿Se te ocurre alguna otra medida de embellecimiento?,¿Qué expectativas tienes sobre el crecimiento del pueblo de Antas?,¿Cuál crees que es el principal problema del municipio?,¿Te gustaría que Antas creciera y fuese un pueblo más grande?,¿Crees que el ayuntamiento está haciendo lo suficiente para promover y preservar su patrimonio y tradiciones culturales?,¿Cómo valoras el patrimonio histórico de la cultura  Argarica?,¿Crees que se debe invertir más dinero en fomentar nuestra cultura argárica de cara al resto de España?,¿Crees que la feria de Antas debería ser un evento donde el ayuntamiento debe hacer un gran desembolso de dinero?,¿Cómo valoras la actividad social del pueblo?,¿Estás satisfecho con las opciones de actividades deportivas disponibles en Antas para niños y jóvenes?,"¿Crees que  la oferta de servicios deportivos en las escuelas municipales es adecuada? En caso de ser no la respuesta, explique que se podría hacer para mejorar.","¿Te gustaría que se creara un equipo de futbol Sala Sénior en el pueblo de Antas, junto a una estrategia en las escuelas deportivas para educar a los jóvenes en este deporte desde pequeños?"
10/08/2023 22:57:56,Sí,54,No,Recreativos Tropical,Hostelería,toda la vida,ESO,18.000-25.000€,no,"si, todos los meses",las administraciones deben reducir algunos,más de 50€,"si, pero solo a los mas necesitados",Bueno,No,nunca,Buena,Bueno,"Mi médica nunca esta,siempre médicos extranjeros. Falta médico de urgencias el fin de semana. ",no,"No, todos deberíamos ir alguna vez",no,Es un problema que debemos afrontar entre todos,"si, cada verano hace mas calor y es totalmente necesaria",estoy en contra de ellos,una mezcla de las dos.,"si, debe articular una estrategia a corto, medio y largo plazo","si, son adecuadas, siguen la lógica del resto de pueblos vecinos","Si, se necesitan muchos mas espacios verdes y naturales",estoy confuso con este tema,"oposiciones (funcionariado), Carreras tecnológicas (programadores, ingenieros, informaticos, etc)","no, pero vamos por el buen camino","no, se necesita mas medios de comunicación públicos",buenas políticas municipales (ej: construcción de polígonos),"no, el ayuntamiento debería apoyar mas a los jóvenes emprendedores",Hay muchos trabajos pero gran parte de ellos son de mala calidad,"tranquilo, tradicional, bonito, un pueblo prospero","bueno, pero puede mejorar","Escaso, aun faltan muchas infraestructuras para ser un pueblo moderno","piscina pública, construcción de nuevos parques de vivienda, residencia de Ancianos",Parques de viviendas ,"no, la gestión de los presupuestos es una cuestión únicamente del equipo de gobierno","Mayor decoración verde y arboleada, modernización de las calles de abajo",,"Altas, creo que vamos a crecer mucho estas decadas",la inmigración,Creo que Antas debe crecer pero no demasiado,si,"no solo es un orgullo, además tenemos que sacar el máximo provecho económico y social a ese activo cultural","si, es una oportunidad para dar a conocer nuestro pueblo y hacerlo evolucionar","No, tal y como está hay un buen equilibrio calidad-gasto","los últimos años ha mejorado, pero aun hay que animarlo más",si,Sí ,"sí, debe tomarse una estrategia integral para que Antas destaque en el futbol sala"
10/08/2023 22:58:56,Sí,63,No,Uleila,Empresario,,Universitarios,,no,"si, algunos meses",si se gestionases bien y me ofrecen buenos servicios publicos estaría dispuesto a pagar más,más de 150€,no,Bueno,No,3-4 veces por semana,Regular,Bueno,Servicio de Salud debería  ser de 24h,no,"No, todos deberíamos ir alguna vez",no,Es un problema que debemos afrontar entre todos,"no, es un despilfarro",estoy en contra de ellos,una mezcla de las dos.,"si, debe articular una estrategia a corto, medio y largo plazo","No, se debería modernizar el estado de los contenedores y realizar una estrategia mas intensa","si, se necesita algún que otro espacio verde más",estoy confuso con este tema,"Carreras tecnológicas (programadores, ingenieros, informaticos, etc)","si, somos un pueblo con pleno empleo","Si, los servicios de comunicación son adecuados",buenas políticas municipales (ej: construcción de polígonos),"si, gracias a que tenemos muy buenas infraestructuras como los dos polígonos",Hay muchos trabajos y de buena calidad,"tradicional, dinamico, un pueblo unido, un pueblo prospero","bueno, pero puede mejorar","está bien, pero falta algunas infraestructuras clave para que el pueblo crezca","construcción de nuevos parques de vivienda, mejora de infraestructuras tecnológica, modernización de infraestructuras hidráulicas",Vivienda,"si, creo que se debería hacer mas encuestas e incluso votaciones por internet sobre en lo que el pueblo quiere que se gaste el dinero","Pintar las casas con una armonía de tonalidades de color, Mayor decoración verde y arboleada",,"Altas, creo que vamos a crecer mucho estas decadas",la perdida de valores de la juventud,"si, Antas debería ser un pueblo grande e importante en la comarca",,"no solo es un orgullo, además tenemos que sacar el máximo provecho económico y social a ese activo cultural",creo que las inversiones actuales son adecuadas,"No, creo que no se debería gastar tanto en estas cuestiones, hay otros temas más importantes","los últimos años ha mejorado, pero aun hay que animarlo más",si,,
10/08/2023 23:01:46,Sí,43,Sí,,Empresario,mas de 30,Grado medio,mas de 120.000€,no,"no llego a final de mes, pero me gustaría ahorrar",las administraciones deben reducir algunos,más de 100€,no,Regular,Sí,una vez por semana,Regular,Regular,Faltan servicios ,no,"No, todos deberíamos ir alguna vez",si,Es un problema que debemos afrontar entre todos,"si, cada verano hace mas calor y es totalmente necesaria",estoy en contra de ellos,una mezcla de las dos.,"si, debe articular una estrategia a corto, medio y largo plazo","No, se debería modernizar el estado de los contenedores y realizar una estrategia mas intensa","Si, se necesitan muchos mas espacios verdes y naturales",estoy confuso con este tema,oposiciones (funcionariado),"no, debería hacerse más","no, se necesita mas medios de comunicación públicos",el antuso tiene una mentalidad muy emprendedora,"no, el ayuntamiento debería apoyar mas a los jóvenes emprendedores",Hay muchos trabajos y de buena calidad,"tranquilo, tradicional, humilde, aburrido, envejecido, un pueblo dividido","bueno, pero puede mejorar","está bien, pero falta algunas infraestructuras clave para que el pueblo crezca","mejora de infraestructuras tecnológica, modernización de infraestructuras hidráulicas",Modernización ,"si, creo que se debería hacer mas encuestas e incluso votaciones por internet sobre en lo que el pueblo quiere que se gaste el dinero","Mayor decoración verde y arboleada, modernización estética del puente viejo y nuevo",Si,"Bajas, no creo que cambien demasiado",la necesidad de una estrategia de crecimiento poblacional eficaz,Creo que Antas debe crecer pero no demasiado,si,"no solo es un orgullo, además tenemos que sacar el máximo provecho económico y social a ese activo cultural","si, es una oportunidad para dar a conocer nuestro pueblo y hacerlo evolucionar","No, creo que no se debería gastar tanto en estas cuestiones, hay otros temas más importantes","esta muerto, no hay nada que hacer",si,Si,"sí, debe tomarse una estrategia integral para que Antas destaque en el futbol sala"
10/08/2023 23:05:14,No vivo en Antas,45,Sí,,funcionario,,Universitarios,25.000-30.000€,"si, pero pequeñas","si, todos los meses",las administraciones deben reducir algunos,más de 100€,"si, pero solo a los mas necesitados",Excelente,No,3-4 veces por semana,Buena,Bueno,,no,"No, todos deberíamos ir alguna vez",estoy indeciso,Es un problema que debemos afrontar entre todos,indiferente,indiferente,una mezcla de las dos.,"si, debe articular una estrategia a corto, medio y largo plazo","si, son adecuadas, siguen la lógica del resto de pueblos vecinos","Si, se necesitan muchos mas espacios verdes y naturales","Si, nos harán mas productivos y facilitaran la vida","Carreras tecnológicas (programadores, ingenieros, informaticos, etc)","no, debería hacerse más","no, se necesita mas medios de comunicación públicos",el antuso tiene una mentalidad muy emprendedora,"si, gracias a que tenemos muy buenas infraestructuras como los dos polígonos",Hay muchos trabajos pero gran parte de ellos son de mala calidad,"Animado, tradicional, rico, juvenil","bueno, pero puede mejorar","Escaso, aun faltan muchas infraestructuras para ser un pueblo moderno",Pabellón,pabellón,no sabría que decir,construir monumentos estéticos,,"Bajas, no creo que cambien demasiado",La calidad de los trabajos,Creo que Antas debe crecer pero no demasiado,si,"es un orgullo pertenecer a un pueblo con esta historia, hay que proteger la identidad","si, es una oportunidad para dar a conocer nuestro pueblo y hacerlo evolucionar","Sí, debería ser un evento que destaque en la comarca, hay que gastar más","los últimos años ha mejorado, pero aun hay que animarlo más",si,,"sí, debe tomarse una estrategia integral para que Antas destaque en el futbol sala"
10/08/2023 23:10:20,Sí,35,No,,"profesiones manuales(electricista, fontanero, etc)",mas de 20,Universitarios,18.000-25.000€,no,"si, algunos meses",si se gestionases bien y me ofrecen buenos servicios publicos estaría dispuesto a pagar más,más de 50€,"si, pero solo a los mas necesitados",Regular,Sí,1-2 veces por semana,Regular,Regular,si,no,"No, pero creo que hoy día se va por cualquier cosa",estoy indeciso,Es un problema que debemos afrontar entre todos,indiferente,indiferente,una mezcla de las dos.,"si, debe articular una estrategia a corto, medio y largo plazo","si, son adecuadas, siguen la lógica del resto de pueblos vecinos","si, se necesita algún que otro espacio verde más","Si, nos harán mas productivos y facilitaran la vida","Carreras tecnológicas (programadores, ingenieros, informaticos, etc), carreras de trabajo manual (mecánico, fontanero, peluquero, camarero, etc)","si, somos un pueblo con pleno empleo","Si, los servicios de comunicación son adecuados",buenas políticas municipales (ej: construcción de polígonos),"no, montar una empresa es déficil en Antas y en cualquier sitio de España",Hay muchos trabajos y de buena calidad,"tranquilo, seguro, tradicional, envejecido, un pueblo unido",bueno,Creo que Antas tiene las infraestructuras adecuadas para su número de habitantes,construcción de nuevos parques de vivienda,Vivienda de calidad,,,,"Bajas, no creo que cambien demasiado",la necesidad de una estrategia de crecimiento poblacional eficaz,Creo que Antas debe crecer pero no demasiado,si,"no solo es un orgullo, además tenemos que sacar el máximo provecho económico y social a ese activo cultural",creo que las inversiones actuales son adecuadas,"No, tal y como está hay un buen equilibrio calidad-gasto","los últimos años ha mejorado, pero aun hay que animarlo más",si,,
10/08/2023 23:26:47,Sí,54,No,Vera ,funcionario,toda la vida,Universitarios,30.000-40.000€,no,"no llego a final de mes, pero me gustaría ahorrar",si se gestionases bien y me ofrecen buenos servicios publicos estaría dispuesto a pagar más,más de 50€,"si, pero solo a los mas necesitados",Bueno,Sí,nunca,Buena,Regular,si,no,"No, pero creo que hoy día se va por cualquier cosa",no,Es un problema que debemos afrontar entre todos,"si, cada verano hace mas calor y es totalmente necesaria",indiferente,construcción de desaladoras,esas cuestiones son asuntos de la junta y el gobierno central,"No, se debería modernizar el estado de los contenedores y realizar una estrategia mas intensa","Si, se necesitan muchos mas espacios verdes y naturales","Si, nos harán mas productivos y facilitaran la vida","Carreras tecnológicas (programadores, ingenieros, informaticos, etc), emprendimiento empresarial, carreras de trabajo manual (mecánico, fontanero, peluquero, camarero, etc)","si, somos un pueblo con pleno empleo","no, se necesita mas medios de comunicación públicos",buenas políticas municipales (ej: construcción de polígonos),"si, gracias a que tenemos muy buenas infraestructuras como los dos polígonos",Hay muchos trabajos pero gran parte de ellos son de mala calidad,"tranquilo, seguro, humilde, un pueblo prospero","bueno, pero puede mejorar","está bien, pero falta algunas infraestructuras clave para que el pueblo crezca","piscina pública, Pabellón, Cine, residencia de Ancianos",Piscina pública ,"no, la gestión de los presupuestos es una cuestión únicamente del equipo de gobierno","Mayor decoración verde y arboleada, construir monumentos estéticos, modernizar rotondas",,"Altas, creo que vamos a crecer mucho estas decadas",el suministro de Agua cada vez mas caro para el riego,Creo que Antas debe crecer pero no demasiado,no,"no solo es un orgullo, además tenemos que sacar el máximo provecho económico y social a ese activo cultural","si, es una oportunidad para dar a conocer nuestro pueblo y hacerlo evolucionar","Sí, debería ser un evento que destaque en la comarca, hay que gastar más","los últimos años ha mejorado, pero aun hay que animarlo más",si,Si,"sí, debe tomarse una estrategia integral para que Antas destaque en el futbol sala"
10/08/2023 23:34:12,Me vine ya de adulto,57,Sí,,Estoy en paro,mas de 20,ESO,10.000-18.000€,no,"no llego a final de mes, pero me gustaría ahorrar",las administraciones deben reducir algunos,menos de 50€,"si, pero solo a los mas necesitados",Bueno,No,una vez por semana,Regular,Bueno,si,no,"No, todos deberíamos ir alguna vez",si,Es un problema que debemos afrontar entre todos,indiferente,indiferente,construcción de desaladoras,"si, debe articular una estrategia a corto, medio y largo plazo","si, son adecuadas, siguen la lógica del resto de pueblos vecinos","si, se necesita algún que otro espacio verde más","no, destruirán trabajo y empobrecerán a la gente","carreras de trabajo manual (mecánico, fontanero, peluquero, camarero, etc), carreras humanísticas (músicos, pintores, deportistas, etc)","no, debería hacerse más","no, se necesita mas medios de comunicación públicos",buenas políticas municipales (ej: construcción de polígonos),"si, gracias a que tenemos muy buenas infraestructuras como los dos polígonos",Hay muchos trabajos pero gran parte de ellos son de mala calidad,"tranquilo, bonito","bueno, pero puede mejorar","Escaso, aun faltan muchas infraestructuras para ser un pueblo moderno","teatro, mejora de las carreteras de comunicación con pedanías, mayor conexión de autobús con los pueblos del resto de la comarca",Un teatro,"si, creo que se debería hacer mas encuestas e incluso votaciones por internet sobre en lo que el pueblo quiere que se gaste el dinero",Paredes con pinturas artísticas,No,"Bajas, no creo que cambien demasiado",La calidad de los trabajos,Creo que Antas debe crecer pero no demasiado,si,"no solo es un orgullo, además tenemos que sacar el máximo provecho económico y social a ese activo cultural",creo que las inversiones actuales son adecuadas,"No, creo que no se debería gastar tanto en estas cuestiones, hay otros temas más importantes","los últimos años ha mejorado, pero aun hay que animarlo más",si,Si,"no, las escuelas deportivas deben seguir apostando por el futbol 7"
10/08/2023 23:36:32,Me vine ya de adulto,47,No,,Ama de Casa,2,,,,,,menos de 50€,"si, pero solo a los mas necesitados",Excelente,,,,Muy sano,,si,,si,Es un problema que debemos afrontar entre todos,indiferente,indiferente,una mezcla de las dos.,"si, debe articular una estrategia a corto, medio y largo plazo","si, son adecuadas, siguen la lógica del resto de pueblos vecinos","si, se necesita algún que otro espacio verde más",,emprendimiento empresarial,"no, debería hacerse más",,,"no, el ayuntamiento debería apoyar mas a los jóvenes emprendedores",Hay muchos trabajos y de buena calidad,"tranquilo, seguro, un pueblo unido",bueno,,"construcción de nuevos parques de vivienda, parques y espacios verdes con agua, mercado local",Viviendas de protección ,"no, la gestión de los presupuestos es una cuestión únicamente del equipo de gobierno",Mayor decoración verde y arboleada,,"Altas, creo que vamos a crecer mucho estas decadas",la necesidad de una estrategia de crecimiento poblacional eficaz,Creo que Antas debe crecer pero no demasiado,si,"es un orgullo pertenecer a un pueblo con esta historia, hay que proteger la identidad",,"No, creo que no se debería gastar tanto en estas cuestiones, hay otros temas más importantes","los últimos años ha mejorado, pero aun hay que animarlo más",si,,
10/08/2023 23:45:52,No vivo en Antas,45,Sí,,funcionario,,Universitarios,18.000-25.000€,no,"si, todos los meses",si se gestionases bien y me ofrecen buenos servicios publicos estaría dispuesto a pagar más,más de 100€,"si, a todos",Excelente,No,una vez por semana,Buena,Bueno,si,no,"No, pero creo que hoy día se va por cualquier cosa",si,,"si, cada verano hace mas calor y es totalmente necesaria",,,"si, debe articular una estrategia a corto, medio y largo plazo","si, son adecuadas, siguen la lógica del resto de pueblos vecinos",,"no, destruirán trabajo y empobrecerán a la gente","Carreras tecnológicas (programadores, ingenieros, informaticos, etc), carreras de trabajo manual (mecánico, fontanero, peluquero, camarero, etc)","si, somos un pueblo con pleno empleo","Si, los servicios de comunicación son adecuados",,"si, gracias a que tenemos muy buenas infraestructuras como los dos polígonos",Hay muchos trabajos y de buena calidad,"tranquilo, seguro, tradicional, moderno, humilde, bonito, un pueblo unido, un pueblo prospero","bueno, pero puede mejorar","está bien, pero falta algunas infraestructuras clave para que el pueblo crezca","piscina pública, Cine, residencia de Ancianos",,"no, la gestión de los presupuestos es una cuestión únicamente del equipo de gobierno","Paredes con pinturas artísticas, modernización estética del puente viejo y nuevo",,"Altas, creo que vamos a crecer mucho estas decadas",la perdida de valores de la juventud,"si, Antas debería ser un pueblo grande e importante en la comarca",si,"es un orgullo pertenecer a un pueblo con esta historia, hay que proteger la identidad","si, es una oportunidad para dar a conocer nuestro pueblo y hacerlo evolucionar","No, tal y como está hay un buen equilibrio calidad-gasto","los últimos años ha mejorado, pero aun hay que animarlo más",si,,
10/08/2023 23:49:29,Sí,34,No,El ejido ,Empresario,mas de 20,Universitarios,100.000-120.000€,"si, pero pequeñas","si, algunos meses",las administraciones deben reducirlos todos,más de 50€,"si, pero solo a los mas necesitados",Bueno,Sí,nunca,Regular,Bueno,si,si,"No, todos deberíamos ir alguna vez",si,Es un problema que debemos afrontar entre todos,"si, cada verano hace mas calor y es totalmente necesaria",estoy en contra de ellos,hacer trasvases a ríos de otras comunidades autónomas,"si, debe articular una estrategia a corto, medio y largo plazo","si, son adecuadas, siguen la lógica del resto de pueblos vecinos","si, se necesita algún que otro espacio verde más",estoy confuso con este tema,"Carreras tecnológicas (programadores, ingenieros, informaticos, etc), Carreras sociales (abogados, asistentes sociales, psicólogos, sociólogos, periodistas, etc)","no, pero vamos por el buen camino","no, se necesita mas medios de comunicación públicos",el antuso tiene una mentalidad muy emprendedora,,Hay muchos trabajos y de buena calidad,"tranquilo, Animado, seguro, moderno, rico, humilde, bonito, dinamico, un pueblo unido",bueno,"está bien, pero falta algunas infraestructuras clave para que el pueblo crezca","Pabellón, construcción de nuevos parques de vivienda, mayor conexión de autobús con los pueblos del resto de la comarca",Pabellón ,"si, creo que se debería hacer mas encuestas e incluso votaciones por internet sobre en lo que el pueblo quiere que se gaste el dinero","Mayor decoración verde y arboleada, modernización estética del puente viejo y nuevo",Zonas verdes ,"Altas, creo que vamos a crecer mucho estas decadas",el suministro de Agua cada vez mas caro para el riego,"si, Antas debería ser un pueblo grande e importante en la comarca",si,"es un orgullo pertenecer a un pueblo con esta historia, hay que proteger la identidad",creo que las inversiones actuales son adecuadas,"No, creo que no se debería gastar tanto en estas cuestiones, hay otros temas más importantes","esta muerto, no hay nada que hacer",si,Si,"sí, debe tomarse una estrategia integral para que Antas destaque en el futbol sala"
10/08/2023 23:54:34,Me vine de niño o adolescente,45,Sí,,"deportivas (monitor, profesor de baile, etc)",mas de 30,Universitarios,18.000-25.000€,no,me lo gasto todo,las administraciones deben reducir algunos,más de 200€,"si, a todos",Regular,Sí,una vez por semana,Regular,Bueno,si,si,"No, todos deberíamos ir alguna vez",estoy indeciso,Es un problema que debemos afrontar entre todos,indiferente,indiferente,una mezcla de las dos.,esas cuestiones son asuntos de la junta y el gobierno central,"si, son adecuadas, siguen la lógica del resto de pueblos vecinos","si, se necesita algún que otro espacio verde más","Si, nos harán mas productivos y facilitaran la vida","oposiciones (funcionariado), carreras de trabajo manual (mecánico, fontanero, peluquero, camarero, etc), Carreras tradicionales ( Arquitectura, medicina, etc)","no, pero vamos por el buen camino","Si, los servicios de comunicación son adecuados",el Antuso es muy trabajador y eso hace que las empresas se sientan cómodas en Antas,"no, montar una empresa es déficil en Antas y en cualquier sitio de España",Hay muchos trabajos y de buena calidad,"tranquilo, seguro, tradicional, rico, bonito, dinamico","bueno, pero puede mejorar","Escaso, aun faltan muchas infraestructuras para ser un pueblo moderno","Pabellón, residencia de Ancianos, mayor conexión de autobús con los pueblos del resto de la comarca",R,,,Pabellón ,"Altas, creo que vamos a crecer mucho estas decadas",la necesidad de una estrategia de crecimiento poblacional eficaz,"si, Antas debería ser un pueblo grande e importante en la comarca",si,"no solo es un orgullo, además tenemos que sacar el máximo provecho económico y social a ese activo cultural",creo que las inversiones actuales son adecuadas,"No, creo que no se debería gastar tanto en estas cuestiones, hay otros temas más importantes",considero que es un pueblo muy animado,si,,
11/08/2023 0:00:57,Sí,30,Sí,,Empresario,toda la vida,Grado superior,10.000-18.000€,no,"si, todos los meses",si se gestionases bien y me ofrecen buenos servicios publicos estaría dispuesto a pagar más,más de 50€,"si, pero solo a los mas necesitados",Excelente,No,1-2 veces por semana,Buena,Bueno,si,si,"No, todos deberíamos ir alguna vez",no,Es una mentira de la televisión,"no, es un despilfarro",estoy en contra de ellos,construcción de desaladoras,"si, debe articular una estrategia a corto, medio y largo plazo","si, son adecuadas, siguen la lógica del resto de pueblos vecinos","Si, se necesitan muchos mas espacios verdes y naturales",estoy confuso con este tema,"Carreras tecnológicas (programadores, ingenieros, informaticos, etc)","no, pero vamos por el buen camino","Si, los servicios de comunicación son adecuados",el antuso tiene una mentalidad muy emprendedora,"si, gracias a que tenemos muy buenas infraestructuras como los dos polígonos",Hay muchos trabajos pero gran parte de ellos son de mala calidad,un pueblo prospero,bueno,"está bien, pero falta algunas infraestructuras clave para que el pueblo crezca","construcción de nuevos parques de vivienda, parques y espacios verdes con agua, rutas de senderismo, mejora de las carreteras de comunicación con pedanías, mayor conexión de autobús con los pueblos del resto de la comarca",Parques de vivienda,"si, creo que se debería hacer mas encuestas e incluso votaciones por internet sobre en lo que el pueblo quiere que se gaste el dinero","Pintar las casas con una armonía de tonalidades de color, Paredes con pinturas artísticas",,"Altas, creo que vamos a crecer mucho estas decadas",La calidad de los trabajos,Creo que Antas debe crecer pero no demasiado,si,"no solo es un orgullo, además tenemos que sacar el máximo provecho económico y social a ese activo cultural","si, es una oportunidad para dar a conocer nuestro pueblo y hacerlo evolucionar","No, tal y como está hay un buen equilibrio calidad-gasto",considero que es un pueblo muy animado,si,,"sí, debe tomarse una estrategia integral para que Antas destaque en el futbol sala"
11/08/2023 0:09:46,Sí,43,Sí,,Hostelería,toda la vida,ESO,10.000-18.000€,"si, y grandes","no llego a final de mes, pero me gustaría ahorrar",las administraciones deben reducirlos todos,más de 200€,"si, pero solo a los mas necesitados",Bueno,No,3-4 veces por semana,Buena,Bueno,no,no,"No, pero creo que hoy día se va por cualquier cosa",no,Es un problema que debemos afrontar entre todos,"si, cada verano hace mas calor y es totalmente necesaria",indiferente,hacer trasvases a ríos de otras comunidades autónomas,esas cuestiones son asuntos de la junta y el gobierno central,"No, se debería modernizar el estado de los contenedores y realizar una estrategia mas intensa","Si, se necesitan muchos mas espacios verdes y naturales","no, destruirán trabajo y empobrecerán a la gente","oposiciones (funcionariado), Carreras tecnológicas (programadores, ingenieros, informaticos, etc), Carreras sociales (abogados, asistentes sociales, psicólogos, sociólogos, periodistas, etc)","no, debería hacerse más","no, se necesita mas medios de comunicación públicos",el antuso tiene una mentalidad muy emprendedora,"no, montar una empresa es déficil en Antas y en cualquier sitio de España",Hay muchos trabajos pero gran parte de ellos son de mala calidad,"tranquilo, inseguro, humilde, bonito","bueno, pero puede mejorar","está bien, pero falta algunas infraestructuras clave para que el pueblo crezca","piscina pública, Pabellón, parques y espacios verdes con agua",Pabellón y piscina,"si, creo que se debería hacer mas encuestas e incluso votaciones por internet sobre en lo que el pueblo quiere que se gaste el dinero","Mayor decoración verde y arboleada, modernización estética del puente viejo y nuevo, modernizar rotondas",,"Bajas, no creo que cambien demasiado",La calidad de los trabajos,"si, Antas debería ser un pueblo grande e importante en la comarca",no,"no solo es un orgullo, además tenemos que sacar el máximo provecho económico y social a ese activo cultural","no, creo que no hay que prestar atención a este tema.","No, creo que no se debería gastar tanto en estas cuestiones, hay otros temas más importantes","esta muerto, no hay nada que hacer",no,,"no, las escuelas deportivas deben seguir apostando por el futbol 7"
11/08/2023 0:18:51,Sí,28,No,Vélez Rubio ,,toda la vida,Universitarios,10.000-18.000€,no,"si, todos los meses",si se gestionases bien y me ofrecen buenos servicios publicos estaría dispuesto a pagar más,menos de 50€,"si, pero solo a los mas necesitados",Bueno,No,3-4 veces por semana,Buena,Bueno,si,no,"No, todos deberíamos ir alguna vez",estoy indeciso,Es un problema que debemos afrontar entre todos,"si, cada verano hace mas calor y es totalmente necesaria",tienen que sustituir a los de gasolina,construcción de desaladoras,"si, debe articular una estrategia a corto, medio y largo plazo","No, se debería modernizar el estado de los contenedores y realizar una estrategia mas intensa","Si, se necesitan muchos mas espacios verdes y naturales","Si, nos harán mas productivos y facilitaran la vida","Carreras tecnológicas (programadores, ingenieros, informaticos, etc), carreras humanísticas (músicos, pintores, deportistas, etc)","no, pero vamos por el buen camino","no, se necesita mas medios de comunicación públicos",el antuso tiene una mentalidad muy emprendedora,"no, el ayuntamiento debería apoyar mas a los jóvenes emprendedores",Hay muchos trabajos pero gran parte de ellos son de mala calidad,"tranquilo, Animado, seguro, tradicional, rico, humilde, bonito, dinamico, un pueblo unido","bueno, pero puede mejorar","Escaso, aun faltan muchas infraestructuras para ser un pueblo moderno","piscina pública, teatro, parques y espacios verdes con agua",Se podría aprovechar que el solar colindante al parque de La Era es zona verde para hacer un parque parecido al que hay en Huércal o en Cuevas,"si, creo que se debería hacer mas encuestas e incluso votaciones por internet sobre en lo que el pueblo quiere que se gaste el dinero","Mayor decoración verde y arboleada, Paredes con pinturas artísticas, modernización de las calles de abajo, construir monumentos estéticos",Crear espacios verdes así como una remodelación de las calles de abajo para que estén en armonía con la calle del Aire o con la reciente renovación de la calle de la Paloma,"Altas, creo que vamos a crecer mucho estas decadas",la necesidad de una estrategia de crecimiento poblacional eficaz,"si, Antas debería ser un pueblo grande e importante en la comarca",no,"es un orgullo pertenecer a un pueblo con esta historia, hay que proteger la identidad","si, es una oportunidad para dar a conocer nuestro pueblo y hacerlo evolucionar","Sí, debería ser un evento que destaque en la comarca, hay que gastar más","los últimos años ha mejorado, pero aun hay que animarlo más",si,,"sí, debe tomarse una estrategia integral para que Antas destaque en el futbol sala"
